UID,Company Name,Basisnaam,Salesnav,tRIfINACN,Textkernal ,Bizzy,Company Website,Company Domain,Domein,Company Industry,Company Specialities,Company Employee Count,Company Employee Range,Company Location,Company Linkedin URL,Company Type,Company Year Founded,Company Profile Picture,Company Description,In List?
SN65,Macadam Europe,macadameurope,Salesnav,,#N/A,#N/A,http://www.macadam.eu,www.macadam.eu,macadam,Automotive,"Inspection, Stock Audit, Standard Dealer Audit, Damage Inspection, Appraisal, New Car Inspection, Inspection Software, Artificial Intelligence, CarCheckApp, PitStop, Training",174,501 to 1000,"Vilvoorde, Flemish Region, Belgium",https://www.linkedin.com/company/924796,Privately Held,1993,https://media.licdn.com/dms/image/v2/C4D0BAQGQ0b2nGirhkQ/company-logo_400_400/company-logo_400_400/0/1631363107852?e=1733961600&v=beta&t=-UJXdfZzRFlmjZ5RBlM0fL1w3yTl_2pS8itBN6xKpmI,"Macadam is an independent expert in vehicle inspections, remarketing services and audits for leasing companies and car manufacturers. With 30+ years of experience in the automotive industry, a team of 700+ professionals and more than 1,000,000 reports carried out annually in 22 countries, we’re a market leader on the European continent. We develop innovative digital tools in-house that support day-to-day activities for the automotive market. Within the vehicle lifecycle, we make sure everything is matched with excellent service. 

On our road to excellence, we are driven by 
>> ONE team of experienced professionals, empowered and proud. 
>> ONE system of in-house, custom-built IT solutions, applicable
for all. 
>> ONE focus on exceptional customer service and qualitative
solutions.

Browse our vacancies at www.macadam.careers & kick-start your career!",Yes
SN66,Manuchar,manuchar,Salesnav,TriFinance,#N/A,>30 vacatures,http://www.manuchar.com,www.manuchar.com,manuchar,Chemical Manufacturing,?,1105,1001 to 5000,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/634316,Privately Held,1880,https://media.licdn.com/dms/image/v2/C4E0BAQEf9DOZGFncdQ/company-logo_400_400/company-logo_400_400/0/1630608561051/manuchar_logo?e=1733961600&v=beta&t=O5A0UnXmRF3M_lg3P_Gexzw7sURV_p6y0n5IhTtrdh0,"Manuchar is a leading distributor of chemicals across emerging markets and actively trades several other commodities.

Our end-to-end chemical distribution business serves various industries, including Home & Fabric Care, Crop Nutrition, Human Nutrition, Animal Nutrition, Personal Care, Mining & Energy, Pharma and other industries. Our international trade activities cover steel, polymers, and several other raw materials.   

We operate in more than 40 emerging markets with our own local logistics assets and people providing storage, value-added logistics and just-in-time (JIT) deliveries in over 160 locations.

Our entrepreneurial spirit, operational excellence and unmatched reliability have grown Manuchar’s annual revenues to over 2.4 billion USD.

The ingredients of our success? 
We know the products, markets, global & local logistical solutions and we have the necessary financing capabilities. But most of all… we have the people that make it work!

Do you want to play an active role in our growth story? At Manuchar, we support every talent in finding his/her path within an inspiring international working environment. Please visit our career page and discover our job opportunities.

For more information, please visit our website www.manuchar.com
Manuchar | Your partner in emerging markets.",Yes
SN67,Manuport Logistics,manuportlogistics,Salesnav,,#N/A,>30 vacatures,http://www.manuport-logistics.com,www.manuport-logistics.com,manuport-logistics,"Transportation, Logistics, Supply Chain and Storage","Global logistics, Distribution, Logistic services, Road Transport, Inland waterways, Rail and air, International freight forwarding company, Logistics advice, Transport, Forwarding, Supply Chain",620,501 to 1000,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/2395818,Public Company,1926,https://media.licdn.com/dms/image/v2/C4E0BAQH0azk_64HhXA/company-logo_400_400/company-logo_400_400/0/1630624969835/manuport_logistics_logo?e=1733961600&v=beta&t=368IJIDTHlQhqn0tXNC8DB5T1Ws_6YU7dqXtcgHVgPM,"Manuport Logistics is a dynamic international freight forwarding company. 
We transport your cargo around the world, from A to B, with a unique mix of modalities. Using our international presence, local knowledge, and almost a century of experience in the maritime sector we excel in connecting the globe. Our future proof programs and the experience of our teams allow us to ensure a high-quality and sustainable approach for your supply-chain challenges.  

The all-round MPL divisions transport every commodity by every mode of transport: sea, inland waterways, road transport, rail, air, or any combination of these. With own offices in over 15 countries, an extensive network of partners and 33 group owned terminals we can offer highly personalised logistic solutions. 

Our team consists out of more than 750 differentiators. They have a passion for logistics, are skilled and hands-on. Together we are an authentic and open-minded community, the MPL family. We all strive to make logistics more efficient and reliable. We always put our customers first, using our creative solutions to gain their trust and deliver satisfaction.

Are you ready for a first-class logistics experience? Let’s get down to business. 
",Yes
SN68,Materialise,materialise,Salesnav,TriFinance,#N/A,#N/A,http://www.materialise.com,www.materialise.com,materialise,Software Development,"Rapid Prototyping & Manufacturing, Medical Image Based Manufacturing, Digital CAD, Software for Additive Manufacturing, 3D Printing",1774,1001 to 5000,"Leuven, Flemish Region, Belgium",https://www.linkedin.com/company/4463,Public Company,1990,https://media.licdn.com/dms/image/v2/C4D0BAQFGGT0-a-t2vA/company-logo_400_400/company-logo_400_400/0/1630541469443/materialise_logo?e=1733961600&v=beta&t=K4BxnWR7AmEowh_cW3F3cV5Nrrs7NV8tO1mDUeDo9fg,"Materialise empowers sustainable 3D printing applications. We provide pioneering solutions that enable flexible industrial manufacturing and mass personalization in healthcare. We rely on more than 30 years of experience in additive technologies to provide various software and services to support your projects, make a difference, and realize your potential. We lead the way by delivering end-to-end solutions in multiple industries — innovating with companies for a better, healthier, and more sustainable world.  For additional information, please visit: http://www.materialise.com/. ",Yes
SN69,Meat&More,meat&more,Salesnav,,8,#N/A,http://www.meatandmore.be,www.meatandmore.be,meatandmore,Food and Beverage Manufacturing,"Versnijding & bereiding, selectie & aankoop, bewaring & opslag, orderpicking & transport, dienstverlening & administratie, retail",429,1001 to 5000,"Aalter, Flemish Region, Belgium",https://www.linkedin.com/company/10227845,Public Company,1996,https://media.licdn.com/dms/image/v2/C4E0BAQEvXC_CND1SQA/company-logo_400_400/company-logo_400_400/0/1630644457457/meatmore_logo?e=1733961600&v=beta&t=hJOB5IYdXn9Gkk5q9jJP4btiUr1AJRisHlHkTXxK9Yw,"Bij Meat&More gaan we samen voor zorgeloze maaltijden, elke dag opnieuw. Dat kunnen we alleen waarmaken dankzij onze 1.500 toppers van medewerkers. En bij Meat&More telt elke medewerker, van IT’er tot productiemedewerker tot beenhouwer. Onze klanten bedienen van zorgeloze maaltijden doen we samen.

Meer dan dertig jaar geleden openden we de eerste vestigingen van slagerij-keten Buurtslagers. Later openden ook de eerste Bon’Ap-maaltijdwinkels hun deuren. Intussen vind je meer dan 40 maaltijdwinkels en 140 slagerij-afdelingen over gans Vlaanderen. Onze hoofdzetel ligt in Aalter, waar de productie, logistiek en administratie gecentraliseerd zijn.

> Bekijk de website van Bon'Ap: https://www.bonap.be
> Bekijk de website van Buurtslagers: https://www.buurtslagers.be",Yes
SN70,Mediahuis Nv,mediahuis,Salesnav,TriFinance,#N/A,#N/A,http://www.mediahuis.be,www.mediahuis.be,mediahuis,Media Production,"Journalistiek, Kranten, Online services",776,1001 to 5000,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/3536078,Privately Held,2013,https://media.licdn.com/dms/image/v2/C560BAQEGrKI1ZWprQw/company-logo_400_400/company-logo_400_400/0/1630608945345/mediahuis_belgie_logo?e=1733961600&v=beta&t=LC_YaDHKKWw2-aEZ1Fe1YFlWn8I5pbjqPtB4VFOcEtY,"Mediahuis is een van de leidende mediagroepen in België, Duitsland, Nederland, Luxemburg en Ierland. 

Onze meer dan 40 nationale en regionale nieuwsmerken voorzien dagelijks meer dan 10 miljoen lezers van nieuws en dit zowel online als via de gedrukte krant. Onze nieuwsmerken informeren, duiden en inspireren 24/7 via alle mogelijke platformen.  

Interesse in een job in de media? Neem dan een kijkje op werkenbijmediahuis.be",Yes
SN71,Nikon Metrology,nikonmetrology,Salesnav,,#N/A,#N/A,https://industry.nikon.com/en-gb/,industry.nikon.com,nikon,Industrial Machinery Manufacturing,"Multi-sensor metrology, Video measuring instruments, Optical inspection, X-ray and Computed Tomograpy, 3D scanning, Industrial microscopy, Articulated arms, Metrology software, CMM scanning, Large volume inspection, Inline measurement, Metrology CT, CMM retrofits, Shop Floor Inspection, Automation, Additive Manufacturing",500,501 to 1000,"Leuven, Flemish Region, Belgium",https://www.linkedin.com/company/711482,Public Company,1917,https://media.licdn.com/dms/image/v2/C4D0BAQH2KZ4cET7nQQ/company-logo_400_400/company-logo_400_400/0/1631325014672?e=1733961600&v=beta&t=6Bw-2as4MDcPtV9cVM4DKzLJwgR6kA9NQlJewh1m08M,"Nikon Metrology - part of the Nikon group - offers an innovative metrology product portfolio, including optical inspection and mechanical 3D metrology solutions complemented with state-of-the-art vision measuring instruments and microscopes. These innovative measuring and precision solutions respond to the advanced inspection requirements of manufacturers active in consumer, automotive, aerospace, electronics, medical and other industries. Nikon Metrology contributes to a high performance manufacturing process that allows companies to deliver premium quality products in a shorter time.

Information can be requested at: https://industry.nikon.com/en-gb/contact/

Nikon Metrology provides best-in-class precision equipment and multi-sensor solutions including CMMs, articulated arms, digital laser scanners and metrology software. These multi-sensor solutions lead to better insights and higher productivity.

The X-ray and CT inspection systems provide detailed insight into the internal structure of parts. Typically used for inspection of loaded PCBs, compact castings and plastics, these NDT systems facilitate the detection of connectivity failures, material defects and assembly issues.

The Laser Radar performs fully automated, non-contact measurement and inspection up to 60 meters and is used in aerospace and automotive inspection processes.

Nikon's NEXIV video measuring systems deliver high accuracy, speed, and usability for measurement applications down to the micron level. They are suitable for a variety of application

Industrial microscopes (stereo, upright, inverted, measuring) serve a wide range of visual inspection applications. . Our markets include semiconductor, electronic, pharmaceutical, medical device, automotive and many other application specific inspections where the customer would like to see, analyse, measure and report on potential defects while confirming quality standards or to delve into the far reaches of research and development in universities.",Yes
SN72,Nipro Europe Group Companies,niproeuropegroupcompanies,Salesnav,,#N/A,#N/A,http://www.nipro-group.com,www.nipro-group.com,nipro-group,Medical Equipment Manufacturing,?,197,1001 to 5000,"Mechelen, Flemish Region, Belgium",https://www.linkedin.com/company/1661322,Public Company,?,https://media.licdn.com/dms/image/v2/D560BAQFqkU_AwRmMJQ/company-logo_400_400/company-logo_400_400/0/1719821952396/nipro_europe_nv_logo?e=1733961600&v=beta&t=g7NfnPaXHDsF7q6SYLCB0_si_l9kXq0NA2WhMVhaWxA,"LIVE LONGER.  LIVE BETTER.

Represented by the infinity symbol, our continuous commitment to care is more than a symbol. We invite you to learn about Nipro and how we put this continuous commitment into practice – ultimately improving patient outcomes and quality of life.
Nipro Europe Group Companies is part of Nipro Corporation Japan, a leading global healthcare company established in 1954.
With over 38.000 employees worldwide, Nipro serves the medical device, pharmaceutical, and pharma packaging industries.

Inspired by our Japanese heritage
of high quality products and excellence in innovation, we at Nipro Europe Group Companies have built a global network of branches, manufacturing sites, engineering services, and a fully equipped training center.

We are continuously commitment to improving patient outcomes
Together with our people, products, and processes, we show continuous commitment to improving patient outcomes and quality of life, offering safe and superior quality products while building long-term, meaningful partnerships.

In short - we want everybody to 
LIVE LONGER.
LIVE BETTER.",Yes
SN73,Nipro Pharmapackaging,nipropharmapackaging,Salesnav,,#N/A,#N/A,http://www.nipro-group.com,www.nipro-group.com,nipro-group,Packaging and Containers Manufacturing,"Innovation, Quality, Partnership, Primary Packaging of Parenteral Drugs (glass & rubber), Pharmaceutical Kit Packaging",446,1001 to 5000,"Mechelen, Flemish Region, Belgium",https://www.linkedin.com/company/7937182,Public Company,?,https://media.licdn.com/dms/image/v2/D560BAQHfLwTYtLQTqQ/company-logo_400_400/company-logo_400_400/0/1719821972108/nipro_pharmapackaging_logo?e=1733961600&v=beta&t=CzdQvjxRparv4hnOZlOM_SuEDLmNGZGSvLMFaziTbpQ,"Nipro PharmaPackaging is a division of Nipro, a Japanese public company active in the pharmaceutical & medical market.

Nipro PharmaPackaging is a global, fully integrated primary packaging manufacturer, supplying to the pharmaceutical drug manufacturers.  We have a strong and solid portfolio of products and knowledge, giving us unparalleled industry know-how and expertise. 

We advise on and create advanced packaging solutions for early phase drug developments - We improve and enhance packaging solutions for existing drugs.

All of the Nipro colleagues are dedicated to contribute to the one goal we have in common with all of our stakeholders.  Putting the end-users and patients first, when developing new products - this is our contribution to a safer and healthier world.",Yes
SN74,Oh'Green,oh'green,Salesnav,,#N/A,#N/A,http://www.ohgreen.be,www.ohgreen.be,ohgreen,Retail,"Everything for your garden, Home Interior, Home Decoration, Fresh Flowers, Outdoor Plants , Indoor Plants, Garden Furniture , Cook Shop, Barbeque , Petshop, Garden Tools, Pets, be",104,201 to 500,"Aarschot, Flemish Region, Belgium",https://www.linkedin.com/company/11695093,Privately Held,2017,https://media.licdn.com/dms/image/v2/C560BAQHWZ1CY8VqkvQ/company-logo_400_400/company-logo_400_400/0/1630658211755/newoh_green_logo?e=1733961600&v=beta&t=eVdFiaT9wYMDTNYr3wSIy2j2MZa_DxpJrjAdDwAi7Ds,"

Oh’Green – Je inspiratieplek voor binnen en buiten

Retailketen Oh’Green is de tuin- en interieurpartner die je inspireert en helpt om – seizoen na seizoen – van je huis een thuis te maken.

Tuinfanaten, dierenvrienden, hobbykoks en fans van een mooi interieur zitten goed bij 
Oh’Green voor een leuke en spannende winkelbeleving. Nergens anders kun je zoveel proberen, ervaren en proeven. 
Volg ons door bovenaan op deze pagina op de ‘Volgen’-button te klikken. Zo blijf je op de hoogte van onze ontwikkeling, onze vacatures en van interessante info om ook van jouw huis én tuin een thuis te maken. 

Oh’Green is een retail brand van Garden Center Holding 
Garden Center Holding realiseert 70 miljoen euro omzet en stelt 280 mensen tewerk in 12 tuincentra in Vlaanderen en Wallonië. 


Oh'Green - Votre source d’inspiration pour l’intérieur et l’extérieur

Votre magasin Oh’Green est le partenaire jardin et intérieur qui, saison après saison,  vous inspire et vous aide à faire de votre maison votre home sweet home. 

",Yes
SN75,Oleon,oleon,Salesnav,TriFinance,#N/A,#N/A,http://www.oleon.com,www.oleon.com,oleon,Chemical Manufacturing,"Oleochemicals, oleochemistry, green chemistry, esters, fatty acids",733,1001 to 5000,"Ertvelde, Flemish Region, Belgium",https://www.linkedin.com/company/84013,Privately Held,2000,https://media.licdn.com/dms/image/v2/C560BAQEY5rS28_tvCQ/company-logo_400_400/company-logo_400_400/0/1631336777280?e=1733961600&v=beta&t=yOfEadnCtL3KPv0IOvdPvb7mnK9I5k8CP7CujdVVoNA,"Oleon brings you a natural chemistry. Our specialty lies in converting natural fats and oils into a wide range of oleochemical products, such as fatty acids, glycerin, esters, dimers, technical oils, specialty oleochemicals and biodiesel. As a leading producer of oleochemicals made from renewable raw materials, our products combine high performance with ready biodegradability.

At Oleon, we believe that a natural chemistry entails much more than just the production of our oleochemicals. That is why we attach great importance to all the people who matter to us. We invest in our employees, commit to long-term relationships with our clients, communicate openly with our suppliers and respect our neighbors. We believe that all these factors contribute to a natural chemistry with all our stakeholders, including the wider community in which we do business, which benefits all levels of our supply chain. 

Oleon’s natural chemistry is everywhere. We offer our oleochemical building blocks and ingredients in a large variety of markets such as: Crop protection, Cosmetics, Industrial Ingredients, Lubricants, Nutrition ,Oilfield, Coatings, Detergents and many more. The trade name of our products is Radia®, which are used in a wide range of industries as raw materials, ingredients or additives (enhancing the properties of the end product). These oleochemicals are used for their functional properties such as chemical reactivity, lubricity, stabilization of emulsions, etc. The industry also attaches great value to the fact that most oleochemicals are completely non-toxic, and do not cause skin or eye irritation.   

Our global commercial, finance, purchasing and HR functions are based at Ertvelde near Ghent (Belgium). We have two production sites in Belgium (Ertvelde and Oelegem), one in Germany (Emmerich), one in Compiègne (France), one in Port Klang (Malaysia) and one in Conroe (USA). We have a number of sales affiliates in all continents.",Yes
SN76,Omega Pharma A Perrigo Company,omegapharmaaperrigocompany,Salesnav,,#N/A,#N/A,http://www.perrigo.be,www.perrigo.be,perrigo,Manufacturing,?,1132,51 to 200,"Nazareth, Flemish Region, Belgium",https://www.linkedin.com/company/5267,Privately Held,1987,https://media.licdn.com/dms/image/v2/C560BAQFhFafzqpPNeA/company-logo_400_400/company-logo_400_400/0/1656681659295/omega_pharma_logo?e=1733961600&v=beta&t=de6tP9ksOsJvM1wBcINuwn0n91B53_fNkfF9QGkMXyc,"Omega Pharma was acquired by Perrigo Company, plc. Perrigo is a global consumer self-care leader. Our vision is: To make lives better by bringing ""Quality, Affordable Self-Care Products™""? that consumers trust everywhere they are sold.?

Founded in 1887 as a packager of home remedies, Perrigo has transformed to global consumer-focused self-care company, which enables the empowered consumer to treat conditions that can be self-managed. 

Perrigo is the world's largest manufacturer of over-the-counter (""OTC""?) self-care products and supplier of infant formulas for the store brand market. The Company also is a leading provider of branded OTC products throughout Europe. 

Perrigo, headquartered in Ireland, sells its products primarily in North America and Europe, as well as in other markets.

Perrigo Belgium has a wide brand portfolio including top brands like XLS Medical, Physiomer, Arterin, Zaffranax, Dermalex Medical, Galenco, Bodysol, Phytosun Aroms and Paranix.

",Yes
SN77,Omp,omp,Salesnav,TriFinance,#N/A,#N/A,https://omp.com,omp.com,omp,Software Development,"SCM, Response Planning, Supply Chain Software, Strategic Planning, APS, Demand Planning, Corrugator Scheduling, Strategic Network Design, S&OP, ERP, Forecasting, ERP Integration, Consulting, Supply Chain Optimization, MEIO, Inventory Optimization, ATP, CTP, Supply Chain Consulting, Advisory Services, DDMRP, Cloud",1396,1001 to 5000,"Wommelgem, Flemish Region, Belgium",https://www.linkedin.com/company/21878,Privately Held,1985,https://media.licdn.com/dms/image/v2/C4D0BAQHvv4IZoKDhqA/company-logo_400_400/company-logo_400_400/0/1630567233185/omp_supply_chain_planning_logo?e=1733961600&v=beta&t=JkdZZYALVFSME-mcaalnakMDCZkMvM2_2VHf1VronnU,"We are OMP, a software and consulting company delivering advanced supply chain planning solutions specifically tailored to individual industries worldwide. 

Our aim is to make every customer’s day by optimizing their supply chain. How do we do that? With our very own innovative planning software that meets and then exceeds expectations.
 
With a workforce numbering more than 1,000 in offices around the world, we have become a prominent player in the supply chain planning space. Our customers include many leading global companies, such as ArcelorMittal, BASF, Dow, L’Oréal, Michelin, Procter & Gamble, Shaw, Shell, Smurfit Kappa, and Yoplait.
 
We serve our customers from our head office in Belgium and regional offices in Brazil, China, France, Germany, India, the Netherlands, Spain, Ukraine, and the US.",Yes
SN78,Ontex,ontex,Salesnav,,#N/A,#N/A,https://ontex.com/,ontex.com,ontex,Consumer Goods,?,4099,5001 to 10000,"Aalst, Flemish Region, Belgium",https://www.linkedin.com/company/15208,Privately Held,1979,https://media.licdn.com/dms/image/v2/D4E0BAQEyRRyyDmwrWg/company-logo_400_400/company-logo_400_400/0/1719822304651/ontex_logo?e=1733961600&v=beta&t=OaNmRvw6eg_jHo8CEksXq1XP25fucaGr284tgfFlVqw,"Ontex is a leading international producer of personal hygiene solutions for babies, women and adults. Our quality, value-for-money products are distributed in more than 100 countries; making everyday life easier, across generations.",Yes
SN79,P&V Panels,p&vpanels,Salesnav,,#N/A,#N/A,http://pnvpanels.be/,pnvpanels.be,pnvpanels,Electrical Equipment Manufacturing,"INFRA - LV Distribution and Control Panels, INDUSTRY -  LV Distribution and Control Panels, BUILDINGS -  LV Distribution and Control Panels, OEM -  LV Distribution and Control Panels",118,201 to 500,"Heusden, Flemish Region, Belgium",https://www.linkedin.com/company/1645887,Public Company,1986,https://media.licdn.com/dms/image/v2/D4E0BAQHqCdkvsR6CZQ/company-logo_400_400/company-logo_400_400/0/1689680049726/pnv_panels_logo?e=1733961600&v=beta&t=jjcAUN1XQo9JE7An0MhsOfYx0zyAUxZue1Npe-NyEuU,"For more than 35 years P&V Panels has been a leader in the design, construction and services of LV distribution and control panels.

With a team of 350 experienced employees, we are the largest independent panel builder in Belgium.

Our engineering and manufacturing capabilities are built on quality, flexibility and reliability.",Yes
SN80,Parkwind,parkwind,Salesnav,,#N/A,#N/A,http://www.parkwind.eu,www.parkwind.eu,parkwind,Renewable Energy Power Generation,?,193,51 to 200,"Leuven, Flemish Region, Belgium",https://www.linkedin.com/company/9409797,Privately Held,?,https://media.licdn.com/dms/image/v2/D4E0BAQGcRoyQ8Dht9w/company-logo_400_400/company-logo_400_400/0/1690461532016/parkwind_logo?e=1733961600&v=beta&t=_m6fFEBam5C9of3lR6X-nmemn--NSlV0nV7yCoHqj4s,"Parkwind is an integrated offshore wind business that develops, finances and operates offshore wind farms. Since July 2023, Parkwind has been operating as part of JERA Co., Inc. one of the largest power generational companies in the world. Together, Parkwind and JERA have more than a decade of experience and over 1,500 MW of offshore wind assets under operational management and construction in Belgium and Germany, the UK, Taiwan, and Japan, in addition to an extensive pipeline of offshore wind projects in development around the world including in Belgium, Germany, Ireland, the UK, Norway, Greece, and Australia/New Zealand.

Committed to making green energy available and affordable for everyone through its unique approach of covering the entire value chain of offshore wind, Parkwind has established itself as a reliable and competitive partner to communities, governments, and suppliers globally.

www.parkwind.eu / www.jera.co.jp",Yes
SN81,Pia Group,piagroup,Salesnav,,#N/A,#N/A,?,?,,Financial Services,?,101,501 to 1000,"Ghent, Flemish Region, Belgium",https://www.linkedin.com/company/12619964,Partnership,2017,https://media.licdn.com/dms/image/v2/C4E0BAQEH58oHXiO1vA/company-logo_400_400/company-logo_400_400/0/1647856658015/pia_group_your_financial_expert_logo?e=1733961600&v=beta&t=CQ4b3eHrJGQou5nymeeLyUYit2DyInsuk_C4X1kTQag,"?????? ??????????. ???????????? ?????????????? ?????? ??????.
PIA Group is een groep van accountancykantoren verspreid over heel Vlaanderen. We geloven dat de kracht van elk kantoor ligt in de vertrouwensrelatie met haar cliënteel, en de vertrouwensrelatie tussen medewerker en klant. Daarom maken wij het onze missie om de kantoorverantwoordelijken te ontzorgen, zodat ze hun aandacht maximaal kunnen richten op het continu verbeteren van hun klantenrelaties.

Je professionele succes en je financiële zekerheid laat je liever niet aan het toeval over. Daarom kan je bij PIA Group rekenen op persoonlijk accountancy- en ondernemingsadvies van lokale kantoorhouders die jou en je business door en door kennen, ondersteund door de expertise van de derde grootste accountancy- en advisorygroep van België. Zo brengen we het beste advies op elke mogelijke manier dichter bij jou.

???????????? ?????? ?????? ???????????
Als snelst groeiende accountancy- en advisorygroep van België zijn we continu op zoek naar betrokken medewerkers om ons team te versterken – van young potentials tot doorgewinterde experts.

???????????????????? ?????? ?????? ???????????
Een warme, persoonlijke aanpak en experts die dicht bij de klant staan: klinkt dat als jouw kantoor? Dan praten we graag over je aansluiting en hoe we samen het verschil kunnen maken.",Yes
SN82,Protime,protime,Salesnav,TriFinance,#N/A,Consultancy,http://www.protime.eu,www.protime.eu,protime,Software Development,"time & attendance, absence management, workforce management, personnel planning, workforce empowerment",486,501 to 1000,"Mechelen, Flemish Region, Belgium",https://www.linkedin.com/company/31729,Privately Held,1995,https://media.licdn.com/dms/image/v2/C4E0BAQEo7icUdanmLQ/company-logo_400_400/company-logo_400_400/0/1662040669040/protime_logo?e=1733961600&v=beta&t=wqS12JN_Ukri48fxnWP4otW3iNuiRZ72YSGZvoz7rE4,"Make Time Valuable.

Founded in 1995, Protime leads the market in Workforce Management (WFM) and Collaborative solutions. As an independent part of the SD Worx group, you can benefit from a complete service, from time management to payroll management, all through a single supplier. 

Protime delivers top-tier Workforce Management solutions to a diverse range of clients across Europe, with over 5,600 installations to date. 

Our team of 550+ dedicated 'Protimers' is committed to continuous innovation, development, and expansion of our WFM solutions. We have a strong presence in Europe with offices in Mechelen (BE), Namur (BE), Lommel (BE), Rotterdam (NL), and Paris (FR). 

At Protime, we believe in making time valuable—not only for our clients but for our employees too. As a ""Once in a Lifetime Employer,"" we invest in our employees because we want to be the top-notch employer for every Protimer. Our acquired honours speak for themselves: Great Place to Work label for 10 consecutive years, Best Managed Companies award, Gazelle Trends Top ranking, World-class Workplace label in 2023, and being in the Top 1% of Leading Employers. Just to name a few... 

Did we mention we are proud sponsors of Team SD Worx-Protime? Supporting excellence, camaraderie, growth and collaboration in every field. ??????????????????????????",Yes
SN83,Puratos,puratos,Salesnav,,#N/A,#N/A,http://www.puratos.com,www.puratos.com,puratos,Food and Beverage Manufacturing,"Bakery Ingredients, Patisserie Ingredients, Chocolate For Professionals, Consumer Insights in the Food Industry, Food Innovation, Healthier Ingredients, Sustainable Ingredients, Food Ingredients, Sensory Analysis, FoodTech, Chocolate Ingredients",5652,10001+,"Dilbeek, Flemish Region, Belgium",https://www.linkedin.com/company/10574,Privately Held,1919,https://media.licdn.com/dms/image/v2/C4E0BAQF1aOFlW3-N4A/company-logo_400_400/company-logo_400_400/0/1659515300402/puratos_logo?e=1733961600&v=beta&t=1ZdYARq7mpZEWsl-dyGGJplVHBKbvjjvjLNozAqGJS8,"Puratos is an international group, which offers a full range of innovative food ingredients and services for the bakery, patisserie and chocolate sectors. We serve artisans, retailers, industrial and food service companies in over 100 countries around the world. Our headquarters are located in Belgium, where the company was founded in 1919. At Puratos, we believe that food has extraordinary power in our lives. We do not take such a responsibility lightly. This is why we aim to help customers be successful with their business, by turning technologies and experience gathered from food cultures around the world into new opportunities. Together, we move the planet forward by creating innovative food solutions for the health and well-being of people everywhere. 
For further information, visit www.puratos.com",Yes
SN84,Pwc Belgium,pwc,Salesnav,,#N/A,Consultancy + vacatures,http://www.pwc.be,www.pwc.be,pwc,Accounting,"Audit and audit-related services, Consulting, Tax Services, Legal Services, HR Services, Mergers & Acquisitions, Technology",1718,1001 to 5000,"Machelen, Flemish Region, Belgium",https://www.linkedin.com/company/3319181,Partnership,?,https://media.licdn.com/dms/image/v2/D4E0BAQH4rrv9ygR0aQ/company-logo_400_400/company-logo_400_400/0/1689231933187/pwc_belgium_logo?e=1733961600&v=beta&t=ZZ6pxBfbkdZPZSgAxrTzNKlrew4wJ2tenwoerbyvxlg,"At PwC, our purpose is to build trust in society and solve important problems. 

As a true people business, we want to address the major challenges shaping our country, and play our part in preparing Belgium for the next decade. This is our New Equation. 

It involves all of us. We are part of a global network of firms in 156 countries with more than 295,000 people who are committed to delivering quality in assurance, advisory and tax services. ",Yes
SN85,Q8,q8,Salesnav,TriFinance,#N/A,#N/A,http://www.q8.be,www.q8.be,q8,Oil and Gas,?,1744,501 to 1000,"Antwerp, Flemish Region, Belgium",https://www.linkedin.com/company/454010,Privately Held,?,https://media.licdn.com/dms/image/v2/C4D0BAQHmbUrlaFANOg/company-logo_400_400/company-logo_400_400/0/1630571366491/q8_logo?e=1733961600&v=beta&t=ACS8xhNoFLpdlRKjA4CvNa-TqR8ICHqseZWFanfyVYk,"As a global company, Q8 is one of the top energy providers in Europe. With close to 5.000 service stations in Europe, of which over 700 in the Benelux region, operating under the brands Q8, Q8 easy and Tango. The main offices in the Benelux are situated in Antwerp (B) and The Hague (NL). 

In Belgium, Q8 also has a strong network of over local 'Shop&Go' convenience stores together with Delhaize, Panos and Starbucks by Selecta. Our loyalty program Q8 smiles grants our customers free Smiles each time they fuel or shop, to save up for nice gifts.

Additionally, Q8 has a highly advanced blending plant for lubricants (Q8Oils) in Antwerp and a state of the art research facility at Europoort (NL). 
International Diesel Services (IDS) focuses on stations for long-haul transport while Q8Aviation offers airport fueling services at international and regional airports.

But we don’t stop there: Q8 has embarked on a transformation journey from a traditional petroleum player to a sustainable Mobility player. Q8 expands its current business by offering sustainable fuels and innovative services to the customer, reshaping the mobility of the future. Q8 has invested in new services such as mobile fueling, E-mobility and Mobility. And will continue to innovate and invest in future-oriented opportunities that make every customer journey more sustainable. ",Yes
